course_id,name,department,units
51-453,Design Center: DeXign Futures,Design,4
51-470,Design Practicum,Design,3
51-471,Design Center: Imaginaries Lab: Research through Design,Design,9
51-473,Design Center: Design Thinking for Social Innovation,Design,9
51-481,Design Research Studio,Design,12
51-601,Design Center: Design Thinking (MA Seminar I),Design,12
51-631,Design Center: Design Thinking for Complex Systems,Design,6
51-625,Design Software Lab,Design,9
51-611,MA Studio I: Visual Communication Fundamentals,Design,12
51-667,Design Center: Computational Design Thinking,Design,12
51-701,MDES/MPS Seminar I: Interaction & Service Design Concepts,Design,12
51-673,Design Center: Human Experience in Design,Design,12
51-671,Design Principles & Practices,Design,12
51-703,Graduate Design Colloquium,Design,3
51-705,Design Thesis Prep I,Design,3
51-711,MDES/MPS Studio I/Lab: Designing for Interactions,Design,18
51-718,Design Practicum,Design,3
51-729,Communication Design Studio,Design,15
51-753,Design Center: DeXign Futures,Design,6
51-771,Design Center: Imaginaries Lab: Research through Design,Design,12
51-773,Design Center: Design Thinking for Social Innovation,Design,12
51-809,Design Thesis Prep III,Design,3
51-801,Design Thesis,Design,18
51-819,The Long Now,Design,6
51-821,Design Center: Data Visualization,Design,12
51-831,Design Center: Methodology of Visualization,Design,12
51-824,Basic 3D Prototyping,Design,6
51-825,MDES Seminar III: Advanced Interaction & Service Design Concepts,Design,12
51-903,Design Theory & Practice,Design,18
51-913,Design Writing Workshop,Design,18
67-050,Study Abroad,Dietrich College Information Systems,0
67-211,"Business Oriented Sys:History, Des & Dev-Lens of CoBOL Programming Language",Dietrich College Information Systems,6
67-100,Information Systems Freshman Workshop,Dietrich College Information Systems,1
67-102,Concepts of Information Systems,Dietrich College Information Systems,9
67-262,Database Design and Development,Dietrich College Information Systems,9
67-265,Design Fundamentals: Shaping Interactions and Experiences,Dietrich College Information Systems,9
67-309,Special Topics: Information Assurance and Security,Dietrich College Information Systems,6
67-316,Human Computer Interface Design and Testing,Dietrich College Information Systems,9
67-324,Accelerating Innovation and Entrepreneurship,Dietrich College Information Systems,9
67-329,Contemporary Themes in Global Systems,Dietrich College Information Systems,9
67-338,Information & Grid Design,Dietrich College Information Systems,9
67-352,Electronic Business,Dietrich College Information Systems,9
67-354,Information Systems and Sustainability,Dietrich College Information Systems,9
67-357,Healthcare Analytics and Big Data,Dietrich College Information Systems,9
67-442,Mobile Application Development in iOS,Dietrich College Information Systems,9
67-474,Tech Startup Launchpad,Dietrich College Information Systems,9
66-050,Study Abroad,Dietrich College Interdisciplinary,0
66-103,HSP First-Year Seminar:  Appalachia (for HSP students only),Dietrich College Interdisciplinary,9
66-106,QSSS First-Year Seminar: Applied Quantitative Social Science I (QSSS students),Dietrich College Interdisciplinary,9
66-107,First-Year Seminar:  Modeling Complex Systems,Dietrich College Interdisciplinary,9
66-109,Grand Challenge First-Year Seminar: Climate Change,Dietrich College Interdisciplinary,9
66-161,DC Grand Challenge First-Year Seminar: Artificial Intelligence and Humanity,Dietrich College Interdisciplinary,9
66-117,DC Grand Challenge First-Year Seminar: Political Rhetoric,Dietrich College Interdisciplinary,9
66-202,Pathways: Dietrich College Career Exploration Seminar,Dietrich College Interdisciplinary,3
66-221,Topics of Law: Introduction to Intellectual Property Law,Dietrich College Interdisciplinary,9
66-400,Dietrich College Senior Honors Colloquium,Dietrich College Interdisciplinary,1
66-502,Dietrich College Senior Honors Thesis II,Dietrich College Interdisciplinary,9
66-503,Dietrich College Senior Honors Thesis,Dietrich College Interdisciplinary,18
66-504,Senior Capstone I,Dietrich College Interdisciplinary,9
66-501,Dietrich College Senior Honors Thesis I,Dietrich College Interdisciplinary,9
66-505,Senior Capstone II,Dietrich College Interdisciplinary,9
54-011,Introduction to Alexander Technique,Drama,1
54-050,Study Abroad,Drama,0
54-101,Acting I,Drama,10
54-103,Speech I,Drama,6
54-105,Voice for the Stage I,Drama,5
54-107,Movement I,Drama,4
54-109,Dramaturgy 1: Approaches to Text,Drama,9
54-110,Text for Actors,Drama,2
54-113,Directing Production I,Drama,6
54-121,Directing I: Sources,Drama,9
54-123,Ballet I,Drama,5
54-151,Stagecraft,Drama,13
54-125,Music Skills I,Drama,4
54-153,Embodying the Archive: Ethics and Practices in Documentary Performance,Drama,9
54-157,Production Science,Drama,6
54-159,Production Practicum,Drama,6
54-167,Acting for Directors I,Drama,10
54-169,Studiocraft 1,Drama,13
54-163,Production for Non Majors,Drama,6
54-187,Introduction to Playwriting,Drama,9
54-175,Conservatory Hour,Drama,1
54-177,Foundations of Drama I,Drama,6
54-171,Basic Design 1,Drama,6
54-190,Writing a Multi-Cultural World,Drama,9
54-192,Acting Ensemble for Non-Majors,Drama,9
54-191,Acting for Non-Majors,Drama,9
54-200,Dramaturgy Forum,Drama,1
54-201,Acting II,Drama,12
54-205,Ballet II,Drama,3
54-203,Voice and Speech II,Drama,5
54-211,Actor Dance II,Drama,3
54-213,Singing for Actors II,Drama,3
54-217,Jazz II,Drama,2
54-219,Music Theatre Literature and Repertoire,Drama,4
54-221,Directing II: Fundamentals,Drama,9
54-223,Tap II,Drama,2
54-231,Design for the Stage,Drama,9
54-233,Acting For Directors II,Drama,12
54-237,Scenic Painting I,Drama,6
54-249,Stagecraft II,Drama,14
54-245,History of Clothing 1,Drama,6
54-256,Dramaturgy 3: New Play Dramaturgy,Drama,9
54-257,Directing: Production II,Drama,6
54-264,Welding,Drama,4
54-266,Stage Management: Cue Lab,Drama,3
54-267,Conceptual Sound Design,Drama,9
54-268,Organized Sound,Drama,9
54-271,Technical Management,Drama,6
54-273,Technical Direction I,Drama,6
54-274,Seminar in Costume Management,Drama,4
54-281,Foundations of Drama II,Drama,6
54-284,Fundamentals of Directing,Drama,6
54-285,Alexander Technique Tutorials,Drama,1
54-290,IDeATe: Movement for Animators,Drama,4
54-299,Dramaturgy Production:Assistant,Drama,9
54-300,Dramaturgy Research Hours,Drama,6
54-295,Advanced Fabrication 2,Drama,6
54-301,Acting III,Drama,10
54-305,Voice for the Stage III,Drama,5
54-307,Movement III,Drama,5
54-309,Dialects and Accents,Drama,6
54-311,Rehearsal and Performance III,Drama,16
54-313,Ballet III,Drama,3
54-317,Singing for Actors III,Drama,2
54-315,Jazz III,Drama,2
54-319,Cabaret,Drama,6
54-322,Directing III: Immersive Theater and Independent Film,Drama,9
54-325,Actor Dance III,Drama,2
54-323,Tap III,Drama,2
54-321,Acting III for Directors,Drama,9
54-327,Auditioning for the Stage,Drama,2
54-333,Production Personnel Management,Drama,6
54-339,Stage Management Seminar,Drama,3
54-331,Scenic Design: Explorations,Drama,9
54-341,Fundamentals of Costume Design,Drama,9
54-349,Automated Lighting Technology,Drama,6
54-350,Scenic Design Forum,Drama,1
54-351,Theatrical Lighting Design,Drama,9
54-357,Directing: Production III,Drama,12
54-366,Physics of Stage Machinery,Drama,9
54-367,Lighting Design Skills,Drama,6
54-373,Draping for the  Designer I,Drama,6
54-377,Production Composition Studio,Drama,3
54-375,IDeATe: Robotics for Creative Practice,Drama,9
54-380,Music Reading for Production,Drama,3
54-381,Contemporary Women's Playwriting,Drama,6
54-383,Introduction to Digital Media,Drama,9
54-387,Dramaturgy : Production I,Drama,9
54-389,Composition for Theatrical Sound Design 1,Drama,9
54-398,Special Topics in Sound Design,Drama,9
54-399,Decoding Media,Drama,9
54-403,Advanced Speech Techniques,Drama,3
54-405,Digital Narratives,Drama,4
54-407,Movement IV,Drama,4
54-413,Showcase,Drama,6
54-411,Tiger at Gate,Drama,16
54-415,Broadway Dance Styles,Drama,5
54-418,Songs for Showcase,Drama,2
54-436,MT Senior Voice Coaching,Drama,1
54-431,Scenography,Drama,9
54-441,Costume Design for Dance,Drama,5
54-453,Production Management Workshop,Drama,3
54-447,Figure Drawing,Drama,3
54-455,Production Data Manipulation,Drama,6
54-454,Advanced Topics in Stage Management I,Drama,3
54-457,Directing: Production IV,Drama,12
54-473,Drawing for Theatrical Designers,Drama,9
54-469,Dance Lighting Design,Drama,3
54-464,PTM Professional Practice,Drama,3
54-476,Advanced Media Creation Studio,Drama,6
54-477,Technical Direction III,Drama,6
54-489,Dramaturgy: Internship,Drama,9
54-487,Dramaturgy: Production II,Drama,12
54-491,Concert Lighting Design,Drama,9
54-493,Business of Acting,Drama,3
54-500,Voice Lab,Drama,5
54-503,Directors' Practicum,Drama,2
54-507,The future on film: From Meilies to Spielberg to Bong Joon-ho,Drama,6
54-505,Ear Training,Drama,1
54-508,Theatrical Sound System Design 1,Drama,9
54-511,Millinery I,Drama,9
54-519,Acting for the Camera,Drama,6
54-517,Director's Colloquium,Drama,1
54-525,Entertainment Lighting Programming,Drama,4
54-536,Costume Crafts: Mask Making,Drama,6
54-585,Dramaturgy Capstone Thesis,Drama,9
54-587,Dramaturgy Production III,Drama,12
54-591,Couture Sewing Techniques,Drama,9
54-600,Directing for Opera,Drama,6
54-615,MFA Director's Lab,Drama,6
54-702,Graduate Music Reading for Production,Drama,3
54-706,Graduate Advanced Fabrication 2,Drama,6
54-707,New Works Series Production I,Drama,10
54-709,Theatre Lab I,Drama,9
54-713,Dramaturgy for Grad Playwrights,Drama,3
54-721,Graduate Directing: Text to Stage,Drama,6
54-726,Graduate Physics of Stage Machinery,Drama,9
54-731,Graduate Scenic Design: Explorations,Drama,9
54-733,Role Playing Game Writing Workshop,Drama,12
54-737,Graduate Scenic Painting I,Drama,6
54-741,Graduate Fundamentals of Costume Design,Drama,9
54-750,Scenic Design Forum,Drama,1
54-745,Graduate History of Clothing,Drama,6
54-751,Graduate Theatrical Lighting Design,Drama,9
54-757,Graduate Directing: New Works,Drama,12
54-759,Working with Dramaturgs,Drama,3
54-767,Graduate Lighting Design Skills,Drama,6
54-771,Graduate Automated Lighting Technology,Drama,6
54-773,Graduate Couture Sewing Techniques,Drama,9
54-779,Dancewear Techniques,Drama,9
54-781,Graduate Stage Management I,Drama,3
54-785,Colloquium,Drama,6
54-791,Playwriting I,Drama,18
54-789,Graduate Production Personnel Management,Drama,6
54-787,Graduate Screenwriting I,Drama,15
54-803,Graduate Assistantship,Drama,8
54-804,Theatrical Sound System Design 1,Drama,9
54-811,Graduate Drawing for Theatrical Designers,Drama,9
54-807,New Works Series Production II,Drama,10
54-826,Grad Seminar in Costume Management,Drama,4
54-816,Graduate Stage Management: Cue Lab,Drama,3
54-819,Graduate Figure Drawing,Drama,3
54-831,Graduate Scenography,Drama,9
54-839,Graduate Stage Management Seminar,Drama,3
54-841,Graduate Costume Design for Dance,Drama,5
54-855,Grad Directing Think Tank,Drama,3
54-857,Graduate Directing: Directors' Series Second Year,Drama,12
54-859,Graduate Production Management Workshop,Drama,3
54-860,Graduate Costume Crafts: Mask Making,Drama,6
54-864,Graduate Welding,Drama,4
54-867,Graduate Conceptual Sound Design,Drama,9
54-868,Graduate Organized Sound,Drama,9
54-873,Graduate Technical Direction 1,Drama,6
54-876,Graduate Concept Studio,Drama,3
54-877,Graduate Production Composition Studio,Drama,3
54-883,Introduction to Digital Media,Drama,9
54-887,Graduate Screenwriting III,Drama,15
54-884,Graduate Digital Narratives,Drama,4
54-889,Graduate Composition for Theatrical Sound Design 1,Drama,9
54-891,Playwriting III,Drama,18
54-899,Graduate Decoding Media,Drama,9
54-903,TBA,Drama,6
54-905,Graduate Ear Training,Drama,1
54-913,Graduate Millinery I,Drama,9
54-933,Grad Technical Direction III,Drama,6
54-939,Graduate Entertainment Lighting Programming,Drama,4
54-949,Directing Thesis,Drama,9
54-951,Graduate Concert Lighting Design,Drama,9
54-944,Graduate Advanced Topics in Stage Management I,Drama,3
54-952,Graduate Dance Lighting Design 1,Drama,3
54-955,Graduate Production Data Manipulation,Drama,6
54-964,Graduate Scenic Design: Moving the Musical,Drama,5
54-969,Directed Study in Production Technology and Management Thesis,Drama,21
54-972,Graduate PTM Professional Practice,Drama,3
54-976,Advanced Media Creation Studio,Drama,6
54-998,Graduate Special Topics in Sound Design,Drama,9
73-060,Economics: BaseCamp,Economics,3
73-050,Study Abroad,Economics,0
73-102,Principles of Microeconomics,Economics,9
73-112,Internship II,Economics,3
73-103,Principles of Macroeconomics,Economics,9
73-210,Economics Colloquium I,Economics,3
73-211,Economics Colloquium Independent Study,Economics,3
73-230,Intermediate Microeconomics,Economics,9
73-240,Intermediate Macroeconomics,Economics,9
73-265,Economics and Data Science,Economics,9
73-270,Professional Communication for Economists,Economics,9
73-328,Health Economics,Economics,12
73-347,Game Theory for Economists,Economics,9
73-352,Public Economics,Economics,9
73-348,Behavioral Economics,Economics,9
73-365,"Firms, Market Structures, and Strategy",Economics,9
73-374,Econometrics II,Economics,9
73-427,"Sustainability, Energy, and Environmental Economcs",Economics,9
73-421,Emerging Markets,Economics,9
73-497,Senior Project,Economics,9
18-050,Study Abroad,Electrical & Computer Engineering,0
18-090,Twisted Signals: Multimedia Processing for the Arts,Electrical & Computer Engineering,10
18-200,ECE Sophomore Seminar,Electrical & Computer Engineering,1
18-100,Introduction to Electrical and Computer Engineering,Electrical & Computer Engineering,12
18-202,Mathematical Foundations of Electrical Engineering,Electrical & Computer Engineering,12
18-220,Electronic Devices and Analog Circuits,Electrical & Computer Engineering,12
18-240,Structure and Design of Digital Systems,Electrical & Computer Engineering,12
18-213,Introduction to Computer Systems,Electrical & Computer Engineering,12
18-290,Signals and Systems,Electrical & Computer Engineering,12
18-300,Fundamentals of Electromagnetics,Electrical & Computer Engineering,12
18-330,Introduction to Computer Security,Electrical & Computer Engineering,12
18-340,Hardware Arithmetic for Machine Learning,Electrical & Computer Engineering,12
18-341,Logic Design and Verification,Electrical & Computer Engineering,12
18-349,Introduction to Embedded Systems,Electrical & Computer Engineering,12
18-370,Fundamentals of Control,Electrical & Computer Engineering,12
18-372,Fundamental Electrical Power Systems,Electrical & Computer Engineering,12
18-403,Microfabrication Methods and Technology,Electrical & Computer Engineering,12
18-421,Analog Integrated Circuits I,Electrical & Computer Engineering,12
18-422,Digital Integrated Circuit Design,Electrical & Computer Engineering,12
18-461,Introduction to Machine Learning for Engineers,Electrical & Computer Engineering,12
18-464,ULSI Technology Status and Roadmap for System on Chips and System in Package,Electrical & Computer Engineering,12
18-500,ECE Design Experience,Electrical & Computer Engineering,12
18-492,Speech Processing,Electrical & Computer Engineering,12
18-600,Foundations of Computer Systems,Electrical & Computer Engineering,12
18-601,Entrepreneurship and Innovation in Technology,Electrical & Computer Engineering,12
18-614,Microelectromechanical Systems,Electrical & Computer Engineering,12
18-613,Foundations of Computer Systems,Electrical & Computer Engineering,12
18-618,Smart Grids and Future Electric Energy Systems,Electrical & Computer Engineering,12
18-623,Analog Integrated Circuit Design,Electrical & Computer Engineering,12
18-622,Digital Integrated Circuit Design,Electrical & Computer Engineering,12
18-631,Introduction to Information Security,Electrical & Computer Engineering,12
18-638,Mobile and IoT Security,Electrical & Computer Engineering,12
18-640,Hardware Arithmetic for Machine Learning,Electrical & Computer Engineering,12
18-641,Design Patterns for Smartphone Development,Electrical & Computer Engineering,12
18-642,Embedded System Software Engineering,Electrical & Computer Engineering,12
18-643,"Reconfigurable Logic: Technology, Architecture and Applications",Electrical & Computer Engineering,12
18-645,How to Write Fast Code,Electrical & Computer Engineering,12
18-644,Mobile Hardware for Software Engineers,Electrical & Computer Engineering,12
18-648,Embedded Real-Time Systems,Electrical & Computer Engineering,12
18-650,Policies of Wireless Systems,Electrical & Computer Engineering,12
18-654,Software Verification and Testing,Electrical & Computer Engineering,12
18-655,Service Oriented Computing,Electrical & Computer Engineering,12
18-652,Foundations of Software Engineering,Electrical & Computer Engineering,12
18-656,Data Intensive Workflow Development for Software Engineers,Electrical & Computer Engineering,12
18-658,Software Requirements and Interaction Design,Electrical & Computer Engineering,12
18-664,ULSI Technology Status and Roadmap for System on Chips and System in Package,Electrical & Computer Engineering,12
18-661,Introduction to Machine Learning for Engineers,Electrical & Computer Engineering,12
18-687,Analytical Performance Modeling & Design of Computer Systems,Electrical & Computer Engineering,12
18-715,Physics of Applied Magnetism,Electrical & Computer Engineering,12
18-730,Introduction to Computer Security,Electrical & Computer Engineering,12
18-721,Advanced Analog Integrated Circuits Design,Electrical & Computer Engineering,12
18-731,Network Security,Electrical & Computer Engineering,12
18-734,Foundation of Privacy,Electrical & Computer Engineering,12
18-746,Storage Systems,Electrical & Computer Engineering,12
18-737,Engineering Safe Software Systems,Electrical & Computer Engineering,12
18-740,Modern Computer Architecture and Design,Electrical & Computer Engineering,12
18-747,Wireless Device Architecture,Electrical & Computer Engineering,12
18-749,Building Reliable Distributed Systems,Electrical & Computer Engineering,12
18-755,Networks in the Real World,Electrical & Computer Engineering,12
18-751,Applied Stochastic Processes,Electrical & Computer Engineering,12
18-756,Packet Switching and Computer Networks,Electrical & Computer Engineering,12
18-771,Linear Systems,Electrical & Computer Engineering,12
18-765,Digital System Testing and Testable Design,Electrical & Computer Engineering,12
18-758,Wireless Communications,Electrical & Computer Engineering,12
18-785,"Data, Inference, and Applied Machine Learning",Electrical & Computer Engineering,12
18-781,Speech Recognition and Understanding,Electrical & Computer Engineering,12
18-793,Image and Video Processing,Electrical & Computer Engineering,12
18-792,Advanced Digital Signal Processing,Electrical & Computer Engineering,12
18-794,Pattern Recognition Theory,Electrical & Computer Engineering,12
18-797,Machine Learning for Signal Processing,Electrical & Computer Engineering,12
18-799,Artificial Cognitive Systems,Electrical & Computer Engineering,12
18-819,Nonlinear Optics and Photonics,Electrical & Computer Engineering,12
18-846,Wireless Systems Design Experience,Electrical & Computer Engineering,12
18-843,Mobile and Pervasive Computing,Electrical & Computer Engineering,12
18-858,Wireless Systems Lab,Electrical & Computer Engineering,6
18-847,Foundations of Cloud and Machine Learning Infrastructure,Electrical & Computer Engineering,12
18-859,Wireless Networks and Mobile Systems,Electrical & Computer Engineering,12
18-882,Power Electronics,Electrical & Computer Engineering,12
18-901,Graduate Seminar,Electrical & Computer Engineering,0
18-989,Introduction to Graduate Studies,Electrical & Computer Engineering,1
18-883,Energy Project Development and Economic Studies,Electrical & Computer Engineering,6
19-051,Study Abroad,Engineering & Public Policy,0
19-101,Introduction to Engineering and Public Policy,Engineering & Public Policy,12
19-201,EPP Sophomore Seminar,Engineering & Public Policy,1
19-403,Policies of Wireless Systems,Engineering & Public Policy,12
19-301,Decision Making Methods for Engineers and Scientists,Engineering & Public Policy,9
19-250,Special Topics: Statistical Models for Engineering Analysis and Design,Engineering & Public Policy,9
19-421,Emerging Energy Policies,Engineering & Public Policy,9
19-424,Energy and the Environment,Engineering & Public Policy,9
19-429,Climate Change Science and Solutions,Engineering & Public Policy,9
19-440,Combustion and Air Pollution Control,Engineering & Public Policy,9
19-452,EPP Projects,Engineering & Public Policy,12
19-472,Fundamentals Of Electric Power Systems,Engineering & Public Policy,12
19-466,Spec Topic: Stochastic Discrete Choice Models: Estimation and Behavioral Theory,Engineering & Public Policy,9
19-473,"Special Topics: Patents, Licensing, and Innovation",Engineering & Public Policy,9
19-603,"Special Topics: Data Science for Technology, Innovation and Policy",Engineering & Public Policy,12
19-602,Current Topics In Privacy Seminar,Engineering & Public Policy,3
19-608,"Privacy Policy, Law, and Technology",Engineering & Public Policy,12
19-629,Climate Change Science and Solutions,Engineering & Public Policy,12
19-638,Smart Grids and Future Electric Energy Systems,Engineering & Public Policy,12
19-624,Emerging Energy Policies,Engineering & Public Policy,12
19-656,"Optimization Applications in Power Systems:Operation, Planning, State Estimation",Engineering & Public Policy,6
19-670,Quantitative Entrepreneurship: Analysis for New Technology Commercialization,Engineering & Public Policy,12
19-671,Tech Start-up: Market Discovery,Engineering & Public Policy,6
19-672,Special Topics: Tech Start-up: Building Your Own Company,Engineering & Public Policy,6
19-673,"Special Topics: Patents, Licensing, and Innovation",Engineering & Public Policy,12
19-687,"Managing Research, Development and Innovation",Engineering & Public Policy,6
19-684,Engineering and Technology Innovation Management in Practice,Engineering & Public Policy,6
19-689,Finance for Innovation Management,Engineering & Public Policy,6
19-694,Leadership and Innovation Management,Engineering & Public Policy,6
19-691,Special Topics: Decision-Making Methods for Innovation Management,Engineering & Public Policy,6
19-705,Workshop Applied Policy Analysis,Engineering & Public Policy,6
19-707,Special Topics: Multiple Criteria Decision Making,Engineering & Public Policy,6
19-701,Introduction to the Theory and Practice of Policy Analysis,Engineering & Public Policy,12
19-713,Policies of Wireless Systems,Engineering & Public Policy,12
19-717,Sustainable Engineering Principles,Engineering & Public Policy,12
19-740,Combustion and Air Pollution Control,Engineering & Public Policy,12
19-751,Air Quality Engineering,Engineering & Public Policy,12
19-752,EPP Project Management,Engineering & Public Policy,12
19-786,Spec Topic: Stochastic Discrete Choice Models: Estimation and Behavioral Theory,Engineering & Public Policy,12
19-819,"A/B Testing, Design, and Analysis",Engineering & Public Policy,6
19-881,Seminar in Electricity Market Restructuring,Engineering & Public Policy,6
19-883,Special Topics: Seminar in Climate & Energy Decision Making Under Uncertainty,Engineering & Public Policy,3
76-050,Study Abroad,English,0
76-100,Reading and Writing in an Academic Context,English,9
76-101,Interpretation and Argument,English,9
76-102,Advanced First Year Writing: Special Topics,English,9
76-106,"Writing about Literature, Art and Culture",English,4
76-120,Freshman Seminar: CSI: Underground Books & Printing,English,9
76-107,Writing about Data,English,4
76-208,Grammar for Everyone,English,4
76-108,Writing about Public Problems,English,4
76-210,Banned Books,English,9
76-218,Special Topics in Literature: Medieval Romance and Arthurian Legends,English,9
76-221,Books You Should Have Read by Now: Ancient Lives/Modern Stories,English,9
76-222,Creative Writing Matters,English,9
76-230,Literature & Culture in the 19th Century: Environmentalisms,English,9
76-241,Introduction to Gender Studies,English,9
76-239,Introduction to Film Studies,English,9
76-245,Shakespeare: Tragedies & Histories,English,9
76-260,Survey of Forms: Fiction,English,9
76-269,Survey of Forms: Screenwriting,English,9
76-265,Survey of Forms: Poetry,English,9
76-270,Writing for the Professions,English,9
76-275,Critical Writing Workshop,English,9
76-294,Interpretive Practices: Introduction to Critical Reading,English,9
76-292,Film Production,English,9
76-295,Russian Cinema: From the Bolshevik Revolution to Putin's Russia,English,9
76-300,Professional Seminar,English,3
76-302,Global Communications Center Practicum,English,6
76-304,Independent Study in Rhetoric,English,4
76-314,Data Stories,English,9
76-319,Environmental Rhetoric,English,9
76-320,Organizational Communication,English,9
76-339,Hollywood vs. the World,English,9
76-357,Linguistic & Social Aspects of Immigration,English,9
76-359,User Experience Methods for Documents,English,9
76-364,Reading in Forms: Fiction,English,9
76-365,Beginning Poetry Workshop,English,9
76-368,Role Playing Game Writing Workshop,English,12
76-373,Argument,English,9
76-380,Methods in Humanities Analytics,English,9
76-372,News Writing,English,9
76-388,Coding for Humanists,English,9
76-390,Style,English,9
76-391,Document and Information Design,English,12
76-389,Rhetorical Grammar,English,9
76-396,Non-Profit Message Creation,English,9
76-418,Rhetoric and the Body,English,9
76-446,Revenge Tragedy,English,9
76-449,Race and Media,English,9
76-460,Beginning Fiction Workshop,English,9
76-462,Advanced Fiction Workshop,English,9
76-464,Creative Non-Fiction Workshop: Magazines & Journals,English,9
76-468,Space and Mobilities,English,9
76-481,Multimedia Design,English,12
76-485,"The New Public Sphere: Local Publics, Counterpublics, and Deliberation",English,9
76-702,Global Communications Center Practicum,English,6
76-486,Argument Theory,English,9
76-762,Introduction to Translation,English,9
76-763,Translation as Profession I,English,3
76-791,Document and Information Design,English,12
76-870,TBA,English,12
76-894,Digital Humanities,English,6
76-898,Marxisms,English,6
76-902,Teaching Writing Practicum I,English,3
76-911,Directed Reading,English,12
53-312,Guest Experience in Theme Park Design,Entertainment Technology Pittsburgh,9
53-353,Understanding Game Engines,Entertainment Technology Pittsburgh,9
53-371,Role Playing Games Writing Workshop,Entertainment Technology Pittsburgh,12
53-361,The Art and Science of Photography,Entertainment Technology Pittsburgh,9
53-376,360 Story and Sound,Entertainment Technology Pittsburgh,12
53-398,"Creativity & Innovation, Brainstorming, Project Management & Collaboration Techn",Entertainment Technology Pittsburgh,6
53-451,Research Issues in Game Development:  Designing for XR,Entertainment Technology Pittsburgh,12
53-508,Visual Story,Entertainment Technology Pittsburgh,12
53-531,Building Virtual Worlds,Entertainment Technology Pittsburgh,24
53-558,Reality Computing Studio,Entertainment Technology Pittsburgh,12
53-600,ETC Cooperative Education,Entertainment Technology Pittsburgh,36
53-604,Production and Leadership,Entertainment Technology Pittsburgh,12
53-608,Visual Story,Entertainment Technology Pittsburgh,12
53-613,Experience Design,Entertainment Technology Pittsburgh,12
53-612,Guest Experience in Theme Park Design,Entertainment Technology Pittsburgh,9
53-610,ETC Interdisciplinary Project III,Entertainment Technology Pittsburgh,36
53-700,ETC Fundamentals,Entertainment Technology Pittsburgh,9
53-711,Improvisational Acting,Entertainment Technology Pittsburgh,9
53-724,Digital Art Studio B(Entertainment Design Studio II),Entertainment Technology Pittsburgh,12
53-751,Research Issues in Game Development:  Designing for XR,Entertainment Technology Pittsburgh,12
53-831,Building Virtual Worlds,Entertainment Technology Pittsburgh,24
53-761,The Art and Science of Photography,Entertainment Technology Pittsburgh,9
53-876,360 Story and Sound,Entertainment Technology Pittsburgh,12
53-871,Role Playing Game Writing Workshop,Entertainment Technology Pittsburgh,12
53-882,Technical Character Animation,Entertainment Technology Pittsburgh,10
53-998,ETC Practicum Training,Entertainment Technology Pittsburgh,3
65-411,QSSS Proseminar 1,General Dietrich College,3
65-201,Humanities Scholars III,General Dietrich College,9
94-702,Professional Writing,Heinz College Wide Courses,6
94-700,Organizational Design & Implementation,Heinz College Wide Courses,6
94-705,Health Economics,Heinz College Wide Courses,12
94-701,Business Writing,Heinz College Wide Courses,6
94-707,Data Focused Marketing,Heinz College Wide Courses,6
94-774,Business Process Modeling,Heinz College Wide Courses,6
94-718,Strategic Presentation Skills,Heinz College Wide Courses,6
94-800,Negotiation,Heinz College Wide Courses,6
94-802,Geographic Information Systems,Heinz College Wide Courses,12
94-803,Consulting Lab,Heinz College Wide Courses,6
94-801,Acting for Management,Heinz College Wide Courses,6
94-806,Privacy in the Digital Age,Heinz College Wide Courses,6
94-811,Strategy Development,Heinz College Wide Courses,6
94-808,Management Consulting,Heinz College Wide Courses,12
94-814,Evidence-Based Management,Heinz College Wide Courses,6
94-813,Project Management,Heinz College Wide Courses,6
94-823,Measuring Social,Heinz College Wide Courses,12
94-824,Creating Results-Oriented Programs,Heinz College Wide Courses,6
94-828,Survey Design,Heinz College Wide Courses,6
94-831,Design Center: Design Thinking for Social Innovation,Heinz College Wide Courses,12
94-832,Business Intelligence & Data Mining SAS,Heinz College Wide Courses,6
94-834,Applied Econometrics I,Heinz College Wide Courses,6
94-842,Programming R for Analytics,Heinz College Wide Courses,6
94-845,Smart Cities: Growth and Intelligent Transportation Systems,Heinz College Wide Courses,6
94-854,Developing as a Leader,Heinz College Wide Courses,6
94-861,Smart City,Heinz College Wide Courses,6
94-866,Design Thinking,Heinz College Wide Courses,6
94-870,Telling Stories with Data,Heinz College Wide Courses,6
94-878,"AI, Society and Humanity",Heinz College Wide Courses,12
94-874,Design Thinking for Complex Systems,Heinz College Wide Courses,6
94-880,R Shiny for Operations Management,Heinz College Wide Courses,6
94-881,Managing Analytic Projects,Heinz College Wide Courses,6
94-883,Applied Ethical Analysis,Heinz College Wide Courses,6
94-885,Precision Medicine,Heinz College Wide Courses,3
79-050,Study Abroad,History,0
79-198,Research Training History,History,9
79-200,"Intro Historical Research, The Slave Experience",History,9
79-205,20th Century Europe,History,9
79-104,History of Democracy,History,9
79-206,Crime and Punishment in Early Modern Europe,History,9
79-209,The Art of Historical Detection,History,6
79-211,"Modern Southeast Asia: Colonialism, Capitalism, and Cultural Exchange",History,9
79-214,"Paris in Revolt: History, Literature, Film",History,6
79-228,The Civil Rights Movement and the World,History,9
79-229,"Origins of the Arab-Israeli Conflict, 1880-1948",History,9
79-234,Technology and Society,History,9
79-240,Development of American Culture,History,9
79-244,Women in American History,History,9
79-245,Capitalism and Individualism in American Culture,History,9
